account_id,segment,subscription_type,plan_tier,tenure_months,mrr,bundles_contracted,extra_users,renewal_due_days,subscription_status,renewed_last_quarter,renewal_intent,in_grace_period,login_count_30d,tool_activity_score,usage_change_vs_prev_quarter,feature_adoption_score,key_reports_used_30d,days_since_last_login,emails_with_csm_30d,csm_meetings_last_quarter,strategic_review_done,success_plan_active,tickets_last_quarter,reopened_tickets,avg_resolution_days,csat_support,sentiment_csm,sentiment_support,feedback_count_90d,feature_requests_count_90d,data_recalculation_requests_90d,critical_feedback_count_90d,unresolved_feedback_count,avg_unresolved_feedback_age_days,roadmap_alignment_score,feedback_sentiment_score,competitor_mentioned_in_feedback,feedback_linked_to_renewal,bugs_reported_90d,critical_bugs_reported_90d,open_bugs_count,stuck_bugs_count,avg_bug_resolution_days,oldest_open_bug_days,bug_reopen_count,data_accuracy_bug_flag,workaround_available_flag,bug_sentiment_score,bug_linked_to_renewal_flag,churn_label
ACC-01422,SMB,Monthly,Starter,25,180.41,1,3,1,Renewal Pending,1,positive,0,57,91.4,-0.9,68.3,18,7,2,2,1,0,3,0,4.3,3.2,0.52,0.98,3,1,0,0,1,16.0,99.3,0.43,0,0,2,0,0,0,0.5,0,0,0,1,0.02,0,0
ACC-01423,Enterprise,Annual,Enterprise,18,2808.2,4,60,57,Active,1,negative,0,51,58.3,-19.0,52.5,20,21,8,4,1,0,2,2,8.8,3.4,0.53,-0.14,3,1,2,2,1,52.9,39.2,0.25,0,0,2,1,1,0,20.8,42,1,1,1,-0.2,0,0
ACC-01424,SMB,Monthly,Starter,16,39,1,1,34,Renewal Pending,0,negative,0,24,31.2,-3.2,8.5,9,16,0,2,0,1,2,2,8.2,4.9,1,0.02,5,0,0,0,2,58.9,74.2,0.71,1,0,9,1,4,1,18.5,123,1,1,0,-1,0,0
ACC-01425,SMB,Annual,Business,3,204.19,3,8,6,Renewal Pending,0,negative,0,24,46.7,-41.1,42.9,17,36,1,3,1,0,7,2,4.3,3.6,0.19,-0.0,5,1,0,0,2,64.6,67.1,-0.13,0,1,3,1,1,0,14.8,41,1,1,0,-0.9,1,0
ACC-01426,Enterprise,Custom,Enterprise,50,3436.46,6,48,325,Active,0,neutral,0,41,60.7,7.6,64.1,14,10,2,2,0,1,2,1,5.7,4.1,-0.07,0.16,1,1,1,0,0,0.0,53.2,0.93,0,0,0,0,0,0,0.0,0,0,0,1,-0.27,0,0
ACC-01427,Enterprise,Annual,Business,6,4158.25,2,22,60,Active,1,neutral,0,41,70.9,-1.2,67.8,22,24,11,4,0,1,1,1,4.3,3.7,0.29,0.01,3,0,1,0,1,44.5,64.1,0.13,0,0,3,0,1,0,12.8,56,0,0,1,-0.18,0,0
ACC-01428,Mid-Market,Monthly,Business,25,609.12,3,19,141,Active,1,neutral,0,30,52.4,-25.5,45.4,11,39,2,5,1,1,4,2,6.9,2.5,0.27,-0.53,1,1,1,0,0,0.0,64.0,0.69,0,0,2,0,1,0,0.5,39,2,0,1,0.23,0,0
ACC-01429,Enterprise,Annual,Business,42,3341.92,4,8,45,Active,0,neutral,0,42,66.9,9.4,55.7,16,20,5,2,1,0,4,0,4.1,4.7,-0.41,-0.18,1,1,0,0,0,0.0,70.8,0.29,1,0,4,0,1,0,9.0,44,0,0,0,-0.21,0,0
ACC-01430,SMB,Annual,Pro,20,218.86,3,5,9,Renewal Pending,0,neutral,0,48,87.9,22.0,88.5,27,0,2,2,1,0,5,1,7.8,3.6,0.17,0.26,2,0,2,1,1,46.2,46.4,0.15,0,1,7,0,3,1,4.3,126,2,0,1,-0.19,0,0
ACC-01431,Enterprise,Annual,Business,19,2967.79,3,10,134,Active,1,neutral,0,36,93.4,-3.0,74.6,14,6,3,1,0,0,3,0,0.2,4.9,0.47,0.46,3,3,0,0,1,45.3,52.1,0.48,0,0,1,0,0,0,0.5,0,0,0,0,0.34,0,0
ACC-01432,Mid-Market,Annual,Starter,17,1534.05,1,0,30,Renewal Pending,1,neutral,0,42,84.7,-11.1,62.9,17,9,4,3,0,0,1,0,0.2,3.9,-0.11,0.35,5,2,1,0,1,13.1,86.3,0.57,0,0,2,0,0,0,7.1,0,0,0,1,0.1,0,0
ACC-01433,Mid-Market,Monthly,Enterprise,22,635.52,6,57,9,Renewal Pending,0,neutral,0,51,92.3,29.1,100,20,2,1,3,0,0,0,0,2.6,4.3,0.73,0.25,3,0,0,1,1,34.5,35.2,1,0,0,2,0,1,0,7.5,54,1,0,1,-0.29,0,0
ACC-01434,Mid-Market,Annual,Pro,13,508.59,3,12,6,Renewal Pending,1,negative,0,14,25.6,-25.4,9.2,7,28,4,2,1,1,7,4,3.3,4.2,0.68,0.12,0,0,0,0,0,0.0,50.4,-0.01,0,0,2,0,1,0,6.2,39,1,0,1,0.51,0,0
ACC-01435,Mid-Market,Annual,Business,35,1116.14,3,9,31,Renewal Pending,1,neutral,0,34,73.9,29.9,97.0,16,10,1,1,1,1,2,0,5.8,5.0,-0.06,-0.2,1,1,0,0,0,0.0,52.5,0.8,0,0,3,0,1,0,1.5,14,1,0,1,0.18,1,0
ACC-01436,Mid-Market,Annual,Pro,24,480.89,3,0,46,Active,1,positive,0,39,83.9,21.9,97.0,22,33,6,0,0,0,1,0,1.5,4.3,1,0.55,1,1,0,1,0,0.0,70.1,0.28,0,0,2,0,0,0,2.5,0,0,0,1,0.13,0,0
ACC-01437,SMB,Annual,Pro,1,152.67,2,3,42,Renewal Pending,1,neutral,0,33,49.7,36.8,59.3,22,9,1,4,0,0,3,0,3.6,4.6,0.64,0.56,2,2,1,1,0,0.0,88.3,0.5,0,0,0,0,0,0,0.0,0,0,0,1,-0.12,0,0
ACC-01438,Enterprise,Custom,Enterprise,50,6636.64,5,45,23,Renewal Pending,1,negative,0,34,47.1,0.1,45.2,24,14,10,3,0,0,3,2,7.4,3.6,0.49,0.13,2,2,2,0,1,38.8,100,0.59,0,1,1,1,0,0,4.5,0,0,1,0,-0.12,0,0
ACC-01439,SMB,Annual,Starter,4,51.31,1,2,5,Renewal Pending,1,neutral,0,44,84.1,-29.4,84.4,18,21,0,0,0,1,14,0,4.4,3.7,0.21,0.09,3,1,0,1,1,39.5,52.2,0.5,1,0,5,3,2,1,12.2,96,3,1,0,-0.38,0,0
ACC-01440,SMB,Annual,Pro,40,284.73,2,6,248,Active,0,neutral,0,30,60.6,-35.3,25.3,19,12,1,1,1,0,2,2,5.8,3.2,0.34,-0.32,0,0,0,0,0,0.0,65.6,0.45,0,0,2,0,1,0,6.8,37,1,0,1,0.24,0,1
ACC-01441,SMB,Monthly,Starter,34,444.01,1,4,15,Renewal Pending,1,neutral,0,24,44.1,-6.8,43.6,8,32,3,2,0,1,1,1,2.0,3.6,-0.02,0.54,0,0,0,0,0,0.0,82.0,0.81,0,1,0,0,0,0,0.0,0,0,0,1,0.36,1,0
ACC-01442,SMB,Monthly,Pro,24,173.06,3,9,5,Grace Period,1,negative,1,24,35.0,-6.4,43.9,12,36,2,3,0,0,2,0,2.6,5.0,-0.06,0.14,3,3,0,1,1,54.3,56.8,0.07,0,0,1,0,0,0,0.5,0,0,0,1,-0.11,0,0
ACC-01443,Enterprise,Annual,Business,63,2736.65,3,4,110,Active,1,neutral,0,36,61.3,18.5,56.3,11,0,5,7,1,1,3,0,3.5,4.5,0.66,0.72,9,2,0,0,4,108.9,45.1,-0.3,0,0,1,0,0,0,1.2,0,0,1,1,-0.16,0,0
ACC-01444,Mid-Market,Custom,Business,23,790.7,2,17,34,Renewal Pending,0,neutral,0,61,79.0,9.3,90.2,24,11,4,2,1,1,4,0,5.4,3.8,1,-0.09,1,1,0,1,0,0.0,76.3,0.56,0,1,5,0,1,0,3.4,47,1,0,1,-0.22,0,0
ACC-01445,SMB,Monthly,Business,2,171.43,4,6,31,Renewal Pending,1,negative,0,14,42.2,-10.0,31.2,12,40,5,2,0,1,6,1,4.6,4.1,0.64,0.18,3,2,1,1,1,72.4,35.6,0.06,0,0,2,0,1,0,2.8,27,1,0,1,0.24,0,0
ACC-01446,SMB,Monthly,Pro,12,453.36,3,9,36,Renewal Pending,0,positive,0,49,89.3,24.4,94.7,15,2,2,3,0,0,3,0,0.4,4.7,0.59,0.26,2,0,0,1,0,0.0,72.4,0.6,0,1,1,0,0,0,0.5,0,0,0,1,0.21,1,0
ACC-01447,SMB,Annual,Starter,3,286.02,1,3,244,Active,0,neutral,0,41,59.0,33.3,57.0,19,15,0,1,0,1,3,0,3.3,4.1,0.66,0.21,1,1,1,0,0,0.0,73.4,0.07,0,0,3,0,1,0,3.1,23,0,0,1,-0.1,0,0
ACC-01448,Mid-Market,Annual,Business,32,1359.27,2,0,80,Active,0,negative,0,39,36.7,15.1,45.7,12,12,2,4,0,0,6,1,6.7,3.8,0.28,0.21,2,0,2,0,1,40.7,32.2,0.44,0,0,1,0,0,0,6.5,0,0,0,1,0.27,0,0
ACC-01449,Enterprise,Custom,Enterprise,32,1983.09,6,38,25,Renewal Pending,0,negative,0,30,44.4,10.8,43.3,8,21,3,2,0,0,4,0,3.9,3.7,0.52,-0.01,4,1,3,1,1,50.0,50.6,-0.15,1,1,1,1,0,0,8.1,0,1,0,1,-0.02,1,0
ACC-01450,Mid-Market,Custom,Business,20,1048.93,3,11,14,Grace Period,1,neutral,1,38,60.1,-63.5,67.9,13,20,1,2,0,1,3,0,0.2,4.5,0.14,0.2,1,1,0,0,0,0.0,56.2,0.78,1,0,2,0,0,0,2.1,0,0,0,1,0.7,0,0
ACC-01451,SMB,Annual,Starter,15,111.99,1,0,365,Active,1,neutral,0,34,60.6,-0.7,38.5,11,22,3,2,0,1,5,0,2.3,4.3,0.35,-0.24,4,2,2,0,2,72.3,47.8,-0.15,0,0,1,0,0,0,5.9,0,0,1,1,0.2,0,0
ACC-01452,Mid-Market,Monthly,Business,22,747.86,3,2,40,Renewal Pending,1,neutral,0,32,49.0,-9.1,58.3,16,25,4,2,1,1,2,1,2.9,4.1,0.65,0.14,4,0,1,0,1,81.9,83.2,0.22,1,0,0,0,0,0,0.0,0,0,0,1,-0.13,0,0
ACC-01453,Mid-Market,Annual,Enterprise,64,1362.47,5,35,5,Renewal Pending,0,negative,0,14,37.5,-29.5,35.4,16,27,4,3,0,1,5,0,4.1,4.0,1,1,3,3,2,1,1,36.9,65.4,0.57,0,0,2,1,1,0,9.8,32,0,0,0,0.07,0,0
ACC-01454,SMB,Annual,Pro,31,552.98,2,2,72,Active,1,neutral,0,37,79.6,27.3,88.1,22,13,1,1,0,0,1,1,6.2,4.8,0.56,-0.53,4,2,1,0,1,37.8,80.4,0.3,0,0,2,0,1,0,9.8,8,1,0,1,0.19,0,0
ACC-01455,SMB,Monthly,Business,16,149.06,2,7,13,Renewal Pending,0,neutral,0,39,95.4,15.1,67.5,26,0,1,1,0,1,2,0,0.2,4.7,0.17,-0.08,6,1,0,0,2,32.7,83.2,-0.0,0,0,2,1,0,0,7.9,0,0,0,0,-0.41,0,0
ACC-01456,Enterprise,Custom,Business,55,3009.06,3,14,60,Active,0,neutral,0,42,53.7,3.2,70.2,15,24,5,2,0,1,1,0,2.1,5.0,0.01,0.35,4,1,0,0,2,75.9,69.9,-0.07,1,0,0,0,0,0,0.0,0,0,0,1,-0.13,1,0
ACC-01457,Mid-Market,Annual,Business,9,1198.37,4,10,98,Active,0,neutral,0,37,79.7,-10.8,67.1,16,14,8,3,0,0,1,1,3.3,3.8,-0.07,0.1,3,2,0,1,1,69.1,40.3,0.19,0,0,1,0,0,0,0.5,0,0,0,1,-0.42,0,0
ACC-01458,SMB,Monthly,Enterprise,22,76.96,4,51,59,Active,0,positive,0,45,57.1,22.6,85.2,20,0,5,2,1,0,2,0,5.2,4.4,1,-1,0,0,0,0,0,0.0,100,1,0,0,0,0,0,0,0.0,0,0,0,1,0.03,0,0
ACC-01459,SMB,Annual,Business,13,52.97,4,18,37,Renewal Pending,0,neutral,0,45,82.2,17.3,82.6,20,12,5,2,0,1,1,0,2.5,4.5,0.75,0.35,7,0,0,4,2,89.7,43.7,-0.29,1,1,1,0,0,0,7.5,0,0,0,1,0.23,0,0
ACC-01460,SMB,Monthly,Pro,19,130.58,3,0,188,Grace Period,1,neutral,1,31,45.2,1.9,28.0,12,16,2,0,1,0,0,0,5.4,4.3,0.52,0.24,2,0,0,0,0,0.0,72.8,0.43,0,0,1,0,0,0,3.8,0,0,0,1,0.09,0,0
ACC-01461,SMB,Annual,Starter,11,128.57,2,3,155,Active,1,neutral,0,33,57.7,7.1,58.4,13,24,1,1,0,1,4,0,0.7,4.7,-0.19,-0.04,1,0,0,0,0,0.0,74.5,0.57,0,0,1,1,0,0,7.1,0,0,0,1,-0.16,0,0
ACC-01462,Mid-Market,Annual,Pro,21,493.55,2,3,55,Active,1,neutral,0,53,65.8,26.8,76.0,23,15,4,0,0,0,5,1,7.5,2.7,-0.09,0.21,2,1,0,0,1,41.0,64.4,0.31,0,0,2,0,1,0,0.5,17,0,0,0,-0.67,0,0
ACC-01463,Mid-Market,Annual,Enterprise,9,1159.44,3,26,93,Active,1,neutral,0,38,84.2,32.1,73.3,24,7,9,1,0,1,0,0,4.1,3.9,1,0.13,2,2,0,0,0,0.0,80.5,0.57,0,1,3,0,1,0,5.1,37,0,0,1,-0.12,0,0
ACC-01464,SMB,Monthly,Pro,38,164.36,2,6,199,Grace Period,0,negative,1,25,76.4,10.7,52.8,11,24,2,1,1,0,5,1,1.9,3.9,-0.07,-0.17,7,1,0,2,3,69.3,38.5,0.57,1,0,2,1,1,0,9.5,47,0,1,0,-0.19,0,0
ACC-01465,Mid-Market,Annual,Business,18,768.47,3,0,9,Renewal Pending,0,neutral,0,29,60.0,-4.6,49.9,12,18,3,2,0,0,3,0,4.9,3.6,-0.02,0.32,0,0,0,0,0,0.0,85.9,0.52,1,0,2,1,0,0,12.7,0,0,1,1,0.39,1,1
ACC-01466,SMB,Annual,Pro,12,242.29,1,6,365,Active,0,neutral,0,48,57.5,5.6,72.4,9,25,2,0,0,0,4,0,3.9,3.9,0.66,-0.22,5,3,0,1,2,51.7,43.5,0.8,0,0,3,0,1,0,9.2,36,1,0,1,-0.41,0,0
ACC-01467,SMB,Annual,Starter,10,422.4,3,0,137,Active,1,neutral,0,57,97.4,11.2,77.8,14,0,3,0,0,0,3,1,5.7,3.7,0.71,-0.01,9,2,0,1,4,101.2,47.3,-0.24,0,0,2,0,1,0,8.4,43,0,0,0,-0.7,0,0
ACC-01468,SMB,Monthly,Enterprise,21,369.64,5,74,127,Active,1,neutral,0,48,82.6,28.3,63.1,29,18,0,0,1,0,5,1,7.4,2.6,0.2,-0.32,5,0,3,3,1,42.8,51.4,0.01,0,1,2,0,1,0,10.2,51,0,1,0,-0.79,0,1
ACC-01469,SMB,Monthly,Pro,21,140.63,2,0,74,Active,1,negative,0,38,49.2,38.8,72.6,16,27,3,1,0,0,7,0,5.1,4.3,0.66,-0.43,4,4,1,2,2,70.8,48.1,-0.5,0,0,6,0,3,1,9.3,130,0,0,1,-0.21,0,0
ACC-01470,SMB,Annual,Pro,4,230.21,1,0,24,Renewal Pending,0,positive,0,60,91.2,12.6,92.3,15,3,2,1,1,0,1,0,0.2,4.9,0.32,0.13,0,0,0,0,0,0.0,95.3,0.62,0,0,2,0,0,0,7.7,0,0,0,1,-0.04,0,0
ACC-01471,SMB,Annual,Starter,25,142.42,1,0,200,Active,1,neutral,0,47,74.8,23.7,66.4,10,23,3,0,0,0,1,1,3.2,4.5,0.45,-0.2,4,0,0,1,2,59.8,48.0,-0.19,0,0,3,0,1,0,3.3,54,1,0,1,0.01,0,0
ACC-01472,Mid-Market,Custom,Enterprise,20,501.72,6,55,27,Renewal Pending,1,neutral,0,48,100,23.2,96.3,19,11,6,1,0,0,4,0,3.7,4.9,0.78,-0.12,2,0,0,0,1,41.8,67.7,0.72,0,0,3,0,0,0,2.1,0,0,0,1,0.5,0,0
ACC-01473,Mid-Market,Annual,Pro,2,1188.66,2,10,232,Active,1,positive,0,44,72.6,15.9,54.2,9,6,3,1,0,0,2,0,2.3,3.7,0.38,-0.6,2,1,1,0,1,47.1,78.2,0.47,0,0,0,0,0,0,0.0,0,0,0,1,0.01,0,0
ACC-01474,Enterprise,Annual,Business,3,2472.58,4,2,19,Grace Period,0,negative,1,22,49.0,-20.6,45.2,16,24,8,1,1,0,4,1,1.7,3.8,-0.29,0.43,3,2,2,0,1,63.8,39.9,-0.33,0,1,3,0,1,0,4.3,29,0,1,1,0.65,0,0
ACC-01475,Mid-Market,Annual,Business,15,1456.15,2,17,108,Active,1,positive,0,41,56.9,10.9,79.7,11,0,4,0,1,1,5,0,4.7,3.9,0.92,0.32,3,0,0,0,0,0.0,100,0.8,0,0,5,0,2,0,3.9,37,0,0,1,-0.3,0,0
ACC-01476,Enterprise,Annual,Enterprise,55,1830.09,6,84,365,Active,1,neutral,0,54,85.5,4.9,69.1,24,0,2,6,1,0,7,0,3.7,3.4,0.46,-0.08,6,0,2,0,3,89.3,17.7,0.19,0,0,1,0,0,0,8.8,0,0,0,0,-0.39,0,0
ACC-01477,SMB,Monthly,Starter,23,47.12,1,1,365,Active,0,negative,0,31,38.6,17.8,41.6,7,39,2,0,1,0,3,0,5.3,4.2,0.69,0.03,1,1,1,0,0,0.0,44.1,0.5,0,0,3,0,1,0,0.5,50,1,0,1,0.39,0,0
ACC-01478,Mid-Market,Annual,Pro,38,380.89,1,12,1,Renewal Pending,0,neutral,0,63,100,15.9,65.6,19,0,4,1,0,1,7,1,5.8,4.0,0.26,0.1,10,4,4,5,5,98.8,7.9,0.12,0,0,4,3,1,0,10.0,51,0,1,1,0.28,1,0
ACC-01479,Enterprise,Annual,Business,58,4614.88,2,1,176,Active,0,neutral,0,16,7.5,-36.1,18.5,10,16,5,2,1,1,0,0,5.7,4.3,0.8,0.66,2,2,0,0,0,0.0,100,0.92,0,0,1,1,0,0,5.6,0,0,0,1,-0.01,0,0
ACC-01480,SMB,Monthly,Pro,20,281.69,2,7,138,Active,1,neutral,0,34,56.9,-1.3,54.4,12,27,6,2,0,1,5,1,5.5,3.2,0.69,0.39,1,1,0,0,0,0.0,100,0.56,0,0,4,1,1,0,9.5,54,0,0,0,-0.76,0,0
ACC-01481,Mid-Market,Annual,Starter,28,475.71,4,0,89,Active,0,negative,0,21,30.3,-21.1,24.3,10,23,4,2,0,0,8,0,6.5,4.0,0.1,0.24,0,0,0,0,0,0.0,74.1,0.16,0,0,6,0,2,1,6.7,82,0,0,0,-0.37,0,0
ACC-01482,SMB,Annual,Business,1,100.02,4,0,162,Active,0,positive,0,52,85.2,23.8,87.4,18,36,0,0,0,0,6,0,4.5,3.3,0.68,0.45,2,1,0,0,0,0.0,85.2,0.82,0,0,1,1,0,0,11.3,0,1,0,0,0.15,0,0
ACC-01483,SMB,Monthly,Pro,25,70.93,1,6,62,Active,1,neutral,0,46,68.3,30.9,54.7,12,14,6,2,0,0,2,0,4.0,3.9,0.43,0.39,2,2,0,0,0,0.0,50.8,-0.03,0,0,2,0,0,0,0.5,0,0,0,1,0.48,1,0
ACC-01484,SMB,Monthly,Pro,3,110.78,2,8,171,Active,1,positive,0,53,98.6,20.4,75.1,23,0,0,0,0,0,2,0,0.6,4.2,0.75,0.44,3,0,2,0,0,0.0,72.9,0.1,0,0,3,0,0,0,0.5,0,0,0,1,0.55,0,0
ACC-01485,SMB,Annual,Business,24,173.75,3,29,51,Active,0,negative,0,38,83.9,-7.0,68.0,20,9,3,1,0,0,2,2,2.0,3.9,0.44,-0.29,5,0,0,0,3,110.5,40.6,0.02,0,0,1,0,0,0,1.0,0,0,0,0,0.05,1,0
ACC-01486,Enterprise,Custom,Enterprise,3,4537.94,3,72,3,Renewal Pending,1,neutral,0,54,79.4,22.4,73.2,18,6,9,5,0,1,3,2,6.9,2.7,0.81,-0.55,6,2,2,0,2,57.2,33.3,-0.08,0,0,4,0,1,0,8.9,38,0,0,1,-0.07,1,0
ACC-01487,SMB,Annual,Business,3,118.51,2,53,12,Renewal Pending,1,negative,0,27,38.6,-7.2,31.1,11,27,6,2,1,1,3,2,6.6,3.3,0.26,-0.36,4,0,1,1,1,30.6,87.0,0.7,0,0,3,1,1,0,10.6,35,2,0,0,-0.4,1,0
ACC-01488,SMB,Annual,Pro,1,415.83,1,8,31,Grace Period,0,negative,1,22,25.3,-8.4,23.9,10,21,2,2,0,0,1,1,3.7,4.5,0.15,-0.39,3,2,2,0,1,55.6,49.8,0.35,0,0,4,0,1,0,1.9,7,1,0,1,-0.19,0,0
ACC-01489,SMB,Annual,Pro,36,149.85,3,5,97,Active,0,negative,0,5,13.3,-63.4,0,8,37,4,1,0,0,1,1,3.7,4.3,-0.06,-0.17,3,2,1,1,1,78.4,61.4,0.08,0,0,0,0,0,0,0.0,0,0,0,1,0.14,0,0
ACC-01490,SMB,Monthly,Pro,16,275.63,2,0,20,Renewal Pending,0,neutral,0,53,78.5,10.9,70.2,14,0,11,3,0,0,5,0,3.2,4.2,0.46,0.23,1,1,0,1,0,0.0,44.8,0.32,0,1,4,0,1,0,0.5,20,0,0,1,0.39,0,0
ACC-01491,SMB,Monthly,Pro,17,382.55,4,3,22,Renewal Pending,1,neutral,0,44,57.1,-7.2,66.9,21,21,3,0,0,1,3,0,2.9,4.4,0.43,0.33,2,1,0,1,0,0.0,67.9,0.67,0,0,2,0,0,0,4.5,0,1,0,0,-0.08,0,0
ACC-01492,SMB,Monthly,Starter,22,167.27,1,0,343,Active,0,neutral,0,29,42.6,-2.4,55.3,8,27,1,3,1,1,1,0,3.2,4.1,0.54,0.03,1,1,0,1,0,0.0,55.3,0.32,0,1,3,0,1,0,0.5,28,0,0,1,0.39,0,0
ACC-01493,Mid-Market,Annual,Pro,5,1069.82,1,0,274,Active,1,neutral,0,36,77.6,-19.6,60.3,11,29,2,0,1,0,3,0,6.6,3.6,0.29,-0.37,2,2,0,0,1,21.2,90.7,0.85,0,0,5,0,2,1,14.8,82,0,0,0,-0.2,0,0
ACC-01494,SMB,Monthly,Starter,19,136.52,1,1,254,Active,1,neutral,0,16,12.2,-49.6,3.2,13,34,0,2,0,1,3,1,3.7,3.1,0.44,0.1,1,1,1,0,0,0.0,89.2,0.77,0,0,1,1,0,0,3.5,0,1,0,1,0.07,0,0
ACC-01495,SMB,Annual,Pro,11,156.59,2,6,168,Active,1,neutral,0,50,96.8,26.4,95.0,14,2,5,0,0,0,2,1,4.2,3.4,1,0.45,3,3,1,1,1,52.8,68.4,0.33,0,0,1,0,0,0,0.5,0,1,0,1,0.29,0,0
ACC-01496,SMB,Monthly,Pro,1,200.53,1,2,42,Renewal Pending,1,neutral,0,19,45.8,-0.5,51.0,11,31,2,1,0,1,2,1,2.6,4.2,0.48,0.84,3,1,2,1,1,13.7,80.7,0.88,0,1,1,0,0,0,0.5,0,0,0,0,0.06,0,0
ACC-01497,SMB,Monthly,Business,2,391.5,3,13,103,Active,1,neutral,0,25,72.7,-9.2,76.3,16,16,2,1,1,0,0,0,4.5,3.9,0.36,0.16,5,1,1,0,2,75.1,49.1,0.22,0,0,2,0,0,0,0.5,0,1,0,1,0.31,0,0
ACC-01498,Mid-Market,Monthly,Business,20,337.44,3,11,16,Grace Period,1,negative,1,53,92.4,26.8,67.9,15,14,6,2,1,0,5,1,2.8,3.9,0.41,0.1,3,1,0,0,1,4.9,76.1,0.53,1,0,1,0,0,0,2.4,0,0,0,0,0.11,0,0
ACC-01499,Mid-Market,Annual,Business,21,1197.4,3,0,15,Renewal Pending,1,neutral,0,40,77.6,-2.1,64.3,12,4,7,2,0,0,5,0,7.9,3.6,0.65,0.59,3,1,0,0,0,0.0,86.3,0.57,0,0,1,0,0,0,3.2,0,0,0,1,0.21,0,0
ACC-01500,Mid-Market,Annual,Business,49,1166.39,2,0,365,Active,1,neutral,0,38,72.4,-29.5,41.5,15,19,1,0,0,1,5,1,5.8,4.2,0.25,0.34,3,0,1,0,1,18.2,52.3,0.19,0,0,0,0,0,0,0.0,0,0,0,1,0.06,0,0
ACC-01501,Enterprise,Annual,Pro,17,1959.41,3,0,10,Renewal Pending,0,negative,0,33,67.1,-0.1,70.7,10,28,9,3,1,0,5,0,2.8,4.2,0.32,-0.07,2,2,0,1,1,64.2,47.1,0.55,1,0,3,1,1,0,7.0,38,0,1,0,0.02,1,0
ACC-01502,Mid-Market,Annual,Starter,10,833.13,1,2,100,Active,1,neutral,0,58,92.6,16.1,67.3,13,19,4,0,0,0,4,1,5.6,4.4,0.28,0.79,4,1,0,1,1,59.7,40.6,-0.09,0,0,0,0,0,0,0.0,0,0,0,1,-0.35,0,0
ACC-01503,SMB,Annual,Starter,16,102.99,1,3,164,Active,0,negative,0,31,41.5,2.3,39.2,5,33,0,1,0,0,4,0,3.1,3.4,0.49,0.83,2,1,0,0,0,0.0,68.7,0.41,0,0,5,0,2,0,6.0,54,1,0,1,-0.04,0,0
ACC-01504,Enterprise,Custom,Enterprise,6,1549.39,5,61,64,Active,1,neutral,0,42,76.6,-1.1,94.7,22,0,4,4,0,1,2,0,0.2,4.8,0.64,0.67,5,4,0,0,3,113.2,46.5,-0.1,1,1,1,0,0,0,2.1,0,0,0,1,-0.09,0,0
ACC-01505,Mid-Market,Annual,Starter,13,1183.02,2,2,15,Renewal Pending,1,neutral,0,61,82.1,0.1,65.0,27,3,9,4,0,1,6,0,2.2,3.9,0.52,0.05,0,0,0,0,0,0.0,81.1,0.64,0,0,1,0,0,0,7.2,0,0,0,1,-0.51,0,0
ACC-01506,SMB,Monthly,Pro,2,72.67,3,1,347,Active,1,neutral,0,29,37.6,-12.8,49.8,7,19,1,1,0,0,1,0,4.3,4.9,0.69,0.51,2,1,1,0,1,50.1,58.3,0.61,0,0,0,0,0,0,0.0,0,0,0,1,0.24,0,0
ACC-01507,SMB,Annual,Pro,26,174.86,4,2,95,Active,1,negative,0,30,55.5,-26.5,65.7,18,27,4,1,0,0,4,0,4.4,4.0,-0.19,0.03,6,4,3,0,4,122.7,41.8,0.02,0,0,3,1,1,0,5.2,51,0,1,1,-0.19,0,0
ACC-01508,Mid-Market,Annual,Business,13,919.58,4,38,8,Grace Period,0,negative,1,19,19.4,-33.0,6.2,7,36,8,1,0,0,3,0,2.6,4.1,-0.2,0.34,4,0,1,0,1,51.9,75.6,0.68,1,0,1,1,0,0,7.4,0,1,1,1,-0.1,1,0
ACC-01509,SMB,Annual,Starter,4,218.7,2,2,207,Active,0,neutral,0,15,29.2,-27.6,22.5,10,25,1,2,0,1,3,0,2.8,4.1,0.86,-0.14,2,2,1,0,0,0.0,93.9,-0.23,0,0,1,0,0,0,4.7,0,0,0,0,0.43,0,0
ACC-01510,Mid-Market,Annual,Enterprise,12,595.76,5,49,3,Renewal Pending,1,negative,0,19,19.4,-39.6,36.9,18,21,8,1,0,1,4,1,6.2,4.5,0.35,0.3,2,2,1,0,0,0.0,84.6,0.36,1,0,3,1,1,0,4.2,42,0,0,1,0.24,0,0
ACC-01511,SMB,Monthly,Starter,1,61.13,3,2,90,Grace Period,0,negative,1,39,42.8,50.9,57.8,22,21,2,2,0,1,0,0,3.0,4.0,0.26,0.15,2,0,1,0,1,54.7,74.7,0.6,0,0,1,0,0,0,3.3,0,0,0,1,0.4,0,0
ACC-01512,Mid-Market,Monthly,Enterprise,36,3669.89,6,40,217,Active,1,positive,0,30,57.9,-3.4,60.7,22,7,2,1,1,0,0,0,0.2,4.3,1,0.26,1,1,0,0,0,0.0,78.5,0.76,0,0,3,0,1,0,7.1,15,1,1,1,0.17,1,0
ACC-01513,SMB,Monthly,Starter,5,371.97,1,0,48,Active,0,neutral,0,32,57.0,24.1,47.9,15,18,4,0,0,1,1,0,3.7,4.0,-0.05,0.18,1,0,0,0,0,0.0,87.4,0.59,0,0,3,1,1,0,0.5,37,0,0,0,-0.13,0,0
