account_id,segment,subscription_type,plan_tier,tenure_months,mrr,bundles_contracted,extra_users,renewal_due_days,subscription_status,renewed_last_quarter,renewal_intent,in_grace_period,login_count_30d,tool_activity_score,usage_change_vs_prev_quarter,feature_adoption_score,key_reports_used_30d,days_since_last_login,emails_with_csm_30d,csm_meetings_last_quarter,strategic_review_done,success_plan_active,tickets_last_quarter,reopened_tickets,avg_resolution_days,csat_support,sentiment_csm,sentiment_support,churn_label
ACC_01158,Mid-Market,annual,Business,15,2512.55,4,3,93,churned,0,neutral,0,38,23.0,-16.5,5.3,9,0,3,1,1,0,3,1,5.0,3.6,-0.36,-0.12,0
ACC_01159,Mid-Market,annual,Guru,34,508.2,1,4,122,churned,0,neutral,0,30,5.8,-66.7,13.9,8,9,4,1,1,1,4,0,3.3,4.6,-0.22,0.61,0
ACC_01160,SMB,monthly,Guru,16,354.25,1,1,175,churned,0,neutral,0,28,25.1,-32.7,25.4,8,5,1,0,0,1,2,0,2.4,4.2,-0.42,0.45,0
ACC_01161,Mid-Market,annual,Guru,3,208.9,3,4,140,active,0,neutral,0,29,32.6,10.2,19.9,11,2,5,2,1,1,3,0,3.6,3.7,0.14,0.11,0
ACC_01162,SMB,annual,Pro,13,202.78,2,5,105,active,0,negative,0,25,26.3,11.7,29.9,12,16,3,0,1,1,6,0,4.3,4.0,0.29,0.27,0
ACC_01163,SMB,annual,Pro,11,197.68,2,0,48,churned,0,negative,0,25,17.2,-5.5,27.9,9,25,3,1,0,1,8,3,4.8,2.6,0.34,-0.4,1
ACC_01164,Mid-Market,annual,Guru,10,363.67,2,1,6,churned,0,neutral,0,46,20.3,-0.9,25.9,9,33,5,1,1,0,4,2,5.8,4.0,-0.22,-0.25,0
ACC_01165,SMB,annual,Pro,25,164.02,2,2,100,active,0,neutral,0,21,19.6,-29.0,26.1,9,2,3,0,0,0,5,0,4.0,3.6,-0.14,-0.23,0
ACC_01166,Mid-Market,annual,Guru,42,381.94,3,5,152,active,0,positive,0,52,24.2,-19.7,32.1,9,0,6,1,1,1,3,0,4.3,4.1,0.38,0.27,0
ACC_01167,Mid-Market,monthly,Guru,34,462.47,3,6,150,active,0,positive,0,40,30.4,7.2,27.8,17,13,4,2,1,1,6,1,4.8,3.8,0.16,0.18,0
ACC_01168,SMB,annual,Guru,24,277.01,2,2,50,active,0,neutral,0,32,35.7,7.7,31.0,11,24,0,0,0,1,0,0,3.7,3.8,0.05,-0.2,0
ACC_01169,SMB,annual,Pro,28,103.3,2,1,174,churned,0,negative,0,5,0.0,-13.8,6.7,0,20,7,2,0,0,6,1,4.2,4.3,-0.27,0.0,1
ACC_01170,SMB,annual,Pro,14,182.43,2,0,4,churned,0,neutral,0,21,20.5,-18.4,12.9,3,25,1,0,0,0,4,0,3.1,4.8,-0.27,0.36,0
ACC_01171,Mid-Market,annual,Guru,47,512.51,3,5,12,active,0,positive,0,38,39.2,21.1,42.3,6,5,3,0,1,0,3,0,4.6,3.7,-0.11,-0.12,0
ACC_01172,Enterprise,annual,Enterprise,8,7532.19,6,13,41,churned,0,neutral,0,45,57.5,20.2,45.6,22,0,3,2,1,0,1,0,3.4,4.3,-0.15,0.23,0
ACC_01173,Mid-Market,monthly,Guru,38,448.02,2,5,124,churned,0,neutral,0,17,20.8,-3.3,19.1,7,11,0,0,0,1,5,1,5.2,3.4,-0.29,-0.37,0
ACC_01174,SMB,annual,Guru,27,158.31,1,1,132,active,0,neutral,0,13,6.9,-13.8,20.9,4,7,4,1,0,0,3,0,4.3,4.4,-0.4,0.2,0
ACC_01175,Mid-Market,annual,Business,22,1066.56,4,6,150,active,0,neutral,0,21,17.7,-21.4,35.2,5,16,15,3,1,1,4,0,2.1,4.7,0.08,0.53,0
ACC_01176,SMB,annual,Pro,15,148.81,2,2,61,churned,0,positive,0,16,0.0,-2.5,11.4,4,20,8,2,0,1,2,0,3.0,4.5,-0.04,-0.05,0
ACC_01177,Mid-Market,annual,Business,29,1743.61,2,5,128,active,0,neutral,0,68,48.3,-19.8,36.0,22,14,3,1,1,1,4,0,3.4,3.5,0.55,-0.15,0
ACC_01178,SMB,annual,Pro,28,180.69,1,0,73,churned,0,negative,0,22,11.3,-31.1,22.0,5,14,2,0,0,1,4,1,4.5,3.6,-0.21,0.16,1
ACC_01179,Mid-Market,monthly,Guru,27,417.31,3,1,113,churned,0,neutral,0,28,20.9,-41.1,38.3,11,11,2,0,0,1,5,1,5.0,3.5,-0.34,-0.28,0
ACC_01180,SMB,annual,Pro,33,163.23,2,1,53,churned,0,negative,0,10,10.3,7.2,23.1,2,19,5,1,0,0,4,2,5.6,3.3,-0.3,-0.79,1
ACC_01181,Enterprise,monthly,Enterprise,51,8943.71,6,8,115,churned,0,negative,0,69,60.2,-13.0,44.6,23,0,5,2,0,0,4,0,3.6,4.5,-0.05,0.34,1
ACC_01182,SMB,annual,Pro,14,177.42,2,3,130,churned,0,negative,0,7,3.1,-7.7,12.4,0,13,3,0,0,1,5,1,3.7,3.2,-0.31,-0.19,1
ACC_01183,Mid-Market,monthly,Guru,10,404.66,1,4,82,churned,0,negative,0,17,24.8,-17.3,14.5,3,10,6,1,0,1,4,1,6.0,3.7,-0.21,-0.08,1
ACC_01184,Enterprise,annual,Enterprise,53,7415.81,5,6,178,active,0,positive,0,48,52.5,50.0,38.9,20,8,2,1,1,0,2,0,4.0,4.3,0.37,0.25,0
ACC_01185,SMB,monthly,Pro,14,169.38,2,0,129,churned,0,neutral,0,36,29.4,-7.0,29.2,5,7,6,2,0,1,6,1,4.2,3.6,-0.18,0.15,0
ACC_01186,Enterprise,annual,Enterprise,6,10109.11,4,11,48,active,0,neutral,0,64,51.9,-33.5,45.6,22,8,3,1,1,0,2,0,2.9,4.3,0.67,0.14,0
ACC_01187,Mid-Market,monthly,Business,18,2381.81,4,5,30,churned,0,neutral,0,33,34.2,6.2,43.3,9,2,11,5,0,1,3,0,3.9,4.2,-0.2,0.2,0
ACC_01188,SMB,annual,Pro,18,184.52,2,0,73,churned,0,negative,0,29,15.5,-22.0,10.5,9,20,8,2,0,0,5,1,4.4,3.7,-0.21,-0.14,1
ACC_01189,SMB,annual,Pro,7,100.84,1,1,116,churned,0,positive,0,33,24.9,-18.6,18.1,6,13,3,0,0,1,4,0,1.2,4.7,-0.53,0.55,0
ACC_01190,Mid-Market,annual,Guru,17,513.87,1,2,2,active,0,neutral,0,24,15.5,-27.1,17.2,7,11,8,3,1,1,5,0,2.0,4.1,0.22,0.38,0
ACC_01191,SMB,monthly,Guru,24,549.14,3,1,123,churned,0,negative,0,17,7.4,-11.5,26.3,2,3,6,1,1,0,7,3,8.2,3.4,-0.05,-0.43,1
ACC_01192,SMB,annual,Pro,13,214.71,1,0,162,churned,0,neutral,0,14,7.6,-11.7,13.1,0,18,5,1,1,0,4,1,5.0,3.8,-0.1,0.34,0
ACC_01193,SMB,monthly,Guru,9,351.82,1,0,84,churned,0,neutral,0,15,8.8,-26.6,10.5,4,12,5,1,1,1,2,0,2.5,4.1,-0.23,0.33,0
ACC_01194,Mid-Market,annual,Business,17,1262.77,4,5,163,churned,0,negative,0,50,64.8,-9.1,46.5,22,0,1,0,0,0,3,1,3.8,3.8,0.24,0.21,1
ACC_01195,SMB,annual,Guru,35,286.98,2,0,63,churned,0,positive,0,22,22.0,-13.2,36.5,7,9,2,1,1,1,7,2,4.0,3.2,0.29,-0.46,0
ACC_01196,Mid-Market,annual,Guru,26,436.98,3,4,159,churned,0,negative,0,44,45.7,-42.2,30.9,11,13,14,3,0,1,3,0,2.7,4.0,-0.04,0.07,1
ACC_01197,Enterprise,monthly,Business,38,2110.63,4,14,17,active,0,negative,0,60,56.4,-25.9,48.4,16,10,2,2,1,0,1,0,5.0,3.5,0.26,0.34,0
ACC_01198,Enterprise,monthly,Enterprise,21,6832.71,6,12,33,churned,0,negative,0,66,63.5,30.1,68.6,28,9,12,3,0,1,4,1,4.1,3.9,0.19,-0.24,1
ACC_01199,Mid-Market,monthly,Guru,10,581.13,2,3,55,churned,0,neutral,0,17,9.9,-9.1,7.6,2,11,2,0,0,0,3,1,5.6,4.0,-0.63,0.13,0
ACC_01200,SMB,annual,Pro,29,87.4,2,0,66,churned,0,negative,0,15,1.2,-24.4,9.5,6,20,1,0,0,1,9,0,7.1,3.8,-0.48,0.24,1
ACC_01201,Mid-Market,annual,Business,25,1687.39,3,6,180,churned,0,neutral,0,31,21.6,-45.5,37.8,11,21,5,1,0,0,8,2,4.7,3.3,-0.14,-0.09,0
ACC_01202,SMB,monthly,Pro,31,159.53,2,0,90,churned,0,negative,0,9,18.2,-16.0,9.7,6,18,6,1,0,1,8,3,4.3,3.4,-0.17,-0.67,1
ACC_01203,SMB,annual,Guru,14,405.5,3,5,66,active,0,positive,0,11,14.0,2.7,29.5,5,5,0,0,0,1,2,1,5.0,3.8,-0.2,-0.11,0
ACC_01204,SMB,monthly,Guru,30,408.26,2,3,109,churned,0,positive,0,26,22.1,32.5,21.5,5,0,1,0,1,0,6,0,2.3,4.3,-0.33,0.4,0
ACC_01205,SMB,monthly,Pro,27,109.53,1,2,166,churned,0,neutral,0,12,0.0,19.1,18.0,5,5,3,0,0,1,2,1,4.4,4.4,-0.16,0.27,0
ACC_01206,Mid-Market,monthly,Business,18,1335.97,3,3,165,churned,0,negative,0,33,33.9,-31.0,19.8,13,27,11,3,0,0,6,0,3.8,4.3,0.07,0.24,1
ACC_01207,Mid-Market,monthly,Guru,8,516.27,1,2,39,churned,0,neutral,0,16,19.2,-23.9,26.8,2,13,5,2,1,1,4,1,7.2,3.5,0.27,-0.32,0
ACC_01208,SMB,annual,Pro,33,200.61,2,1,146,churned,0,negative,0,1,0.0,-41.5,4.8,0,33,6,1,1,1,4,1,4.9,3.8,0.02,-0.1,1
ACC_01209,SMB,annual,Pro,18,133.16,1,0,132,churned,0,neutral,0,15,14.8,-30.1,24.0,5,9,3,0,0,1,5,1,3.7,3.8,-0.72,-0.12,0
ACC_01210,Enterprise,monthly,Business,21,912.1,2,7,141,churned,0,neutral,0,30,38.1,-3.8,21.0,13,6,15,3,0,0,2,0,4.4,4.0,-0.32,-0.08,0
ACC_01211,SMB,annual,Pro,12,83.39,2,0,90,churned,0,neutral,0,23,32.3,-21.6,42.7,7,8,1,0,0,0,3,0,4.7,4.2,-0.43,0.14,0
ACC_01212,SMB,monthly,Pro,20,69.93,1,0,48,churned,0,negative,0,25,16.1,22.0,17.4,11,8,1,0,0,1,5,0,5.3,3.6,-0.61,0.34,1
ACC_01213,SMB,monthly,Pro,29,143.98,2,1,63,churned,0,neutral,0,24,24.9,-38.7,46.4,6,1,3,0,0,0,7,1,3.0,4.1,0.09,0.04,0
ACC_01214,Mid-Market,annual,Guru,32,320.42,1,4,111,churned,0,negative,0,48,48.5,-0.8,25.7,21,0,4,0,0,0,6,1,6.3,3.5,0.17,-0.44,1
ACC_01215,Mid-Market,monthly,Business,28,1603.93,2,1,99,churned,0,negative,0,49,42.5,-37.1,29.5,21,11,3,1,1,0,2,2,8.7,3.7,0.1,-0.37,1
ACC_01216,SMB,annual,Guru,22,415.91,2,1,103,churned,0,neutral,0,22,27.5,-9.0,39.2,5,20,7,1,0,1,3,1,6.3,3.7,0.14,0.19,0
ACC_01217,SMB,annual,Pro,33,85.87,2,1,162,churned,0,negative,0,14,13.2,-39.2,8.0,4,35,6,0,0,0,6,0,5.7,3.9,-0.49,-0.21,1
ACC_01218,Mid-Market,annual,Guru,41,182.21,3,1,4,churned,0,negative,0,26,25.1,4.8,23.3,6,4,1,1,1,1,5,2,4.6,3.3,0.32,-0.3,1
ACC_01219,Mid-Market,annual,Guru,31,435.51,3,2,118,churned,0,neutral,0,42,30.7,-20.2,37.8,16,3,3,0,0,1,3,0,6.0,4.3,-0.01,0.31,0
ACC_01220,SMB,annual,Pro,22,155.42,1,1,87,churned,0,neutral,0,4,2.9,-40.2,3.8,0,4,0,0,0,0,6,1,3.7,4.1,-0.59,-0.13,0
ACC_01221,Enterprise,annual,Enterprise,50,7825.24,5,14,166,active,0,positive,0,30,35.3,-37.8,50.2,7,20,23,5,1,0,0,0,3.4,4.6,0.3,0.37,0
ACC_01222,SMB,monthly,Guru,13,201.14,3,2,126,churned,0,neutral,0,22,15.8,-32.6,24.0,7,17,4,0,0,0,3,0,2.8,4.1,-0.35,0.05,0
ACC_01223,SMB,monthly,Pro,9,114.56,1,0,23,churned,0,neutral,0,19,10.1,-10.7,0.0,3,1,2,1,0,1,3,1,3.5,3.9,-0.22,-0.2,0
ACC_01224,Enterprise,annual,Enterprise,29,9538.2,4,13,167,active,0,neutral,0,46,49.4,7.6,56.7,18,0,11,2,0,0,1,0,3.5,3.6,0.28,0.17,0
ACC_01225,SMB,annual,Pro,15,151.78,1,1,106,churned,0,positive,0,23,30.7,-24.0,9.5,4,19,5,0,0,1,2,0,1.8,4.9,0.51,0.8,0
ACC_01226,Mid-Market,monthly,Business,38,816.94,3,5,49,churned,0,negative,0,37,15.7,1.7,35.5,13,11,5,2,1,0,5,1,3.4,4.0,0.38,-0.02,1
ACC_01227,SMB,annual,Pro,13,192.32,2,1,57,churned,0,neutral,0,15,33.4,-35.4,27.0,9,18,6,1,0,1,2,0,2.0,4.9,0.03,0.57,0
ACC_01228,SMB,annual,Guru,27,409.82,2,1,0,churned,0,negative,0,25,17.0,-67.7,19.2,6,0,4,1,0,1,7,3,8.5,2.8,-0.3,-0.58,1
ACC_01229,Enterprise,annual,Enterprise,49,2817.93,4,12,170,active,0,positive,0,83,64.0,5.1,41.5,17,0,14,4,1,0,4,0,5.9,4.0,-0.2,0.13,0
ACC_01230,SMB,annual,Pro,7,137.97,1,0,166,active,0,positive,0,16,20.8,8.2,17.9,4,1,6,1,1,1,7,1,8.2,3.7,0.3,-0.3,0
ACC_01231,Mid-Market,annual,Business,10,1461.42,3,5,137,active,0,positive,0,39,45.4,23.4,25.1,13,14,5,1,1,0,3,0,3.4,4.2,0.31,0.05,0
ACC_01232,SMB,monthly,Guru,14,410.53,2,0,1,churned,0,negative,0,13,4.1,-38.4,26.2,0,31,4,0,0,1,4,0,3.5,4.0,-0.37,0.03,1
ACC_01233,SMB,annual,Pro,12,98.27,1,0,62,churned,0,neutral,0,0,0.7,-24.8,21.1,0,8,3,0,1,0,5,0,4.7,3.8,-0.26,0.05,0
ACC_01234,SMB,annual,Pro,36,137.74,1,4,15,active,0,neutral,0,28,20.9,-2.0,39.3,10,31,2,0,0,1,6,0,1.6,4.2,-0.06,0.21,0
ACC_01235,Mid-Market,annual,Guru,42,382.65,1,5,36,churned,0,positive,0,57,32.5,-26.3,30.6,14,13,4,1,1,1,4,2,3.8,4.6,0.28,-0.12,0
ACC_01236,SMB,annual,Guru,17,585.04,1,0,15,churned,0,positive,0,13,21.7,-13.1,15.1,5,0,2,0,1,1,3,2,2.9,3.6,0.24,-0.2,0
ACC_01237,Mid-Market,monthly,Business,42,853.33,2,5,86,churned,0,neutral,0,27,21.5,-27.9,23.8,8,11,3,1,0,0,4,1,5.7,2.9,-0.43,-0.43,0
ACC_01238,SMB,monthly,Guru,29,233.67,2,0,89,churned,0,negative,0,16,0.0,-34.6,13.0,2,19,1,0,1,1,6,1,3.1,4.0,-0.06,0.16,1
ACC_01239,Enterprise,monthly,Enterprise,32,9575.44,5,18,79,active,0,neutral,0,78,56.8,-16.1,57.3,22,0,7,5,1,1,3,0,5.0,3.9,0.46,0.03,0
ACC_01240,SMB,annual,Guru,1,538.11,3,0,26,churned,0,neutral,0,12,0.9,2.2,15.1,2,17,6,1,0,0,2,1,3.7,3.8,-0.41,0.14,0
ACC_01241,Mid-Market,monthly,Business,36,1669.38,2,6,110,churned,0,negative,0,27,18.2,-14.8,38.1,5,20,2,1,1,1,4,0,3.5,3.9,0.31,0.18,1
ACC_01242,Mid-Market,monthly,Guru,6,384.59,3,2,63,active,0,positive,0,42,40.3,22.9,29.4,15,11,4,0,0,0,1,0,3.2,4.0,-0.2,0.09,0
ACC_01243,Mid-Market,monthly,Business,26,1465.86,3,3,96,churned,0,negative,0,50,32.1,-5.6,19.7,14,5,3,1,0,1,3,0,3.8,3.6,-0.07,0.02,1
ACC_01244,Mid-Market,annual,Business,23,1368.29,2,5,159,active,0,negative,0,57,36.2,28.9,28.2,16,3,6,2,0,1,5,0,2.8,4.8,0.08,0.39,0
ACC_01245,Mid-Market,annual,Business,35,1348.87,3,7,136,active,0,positive,0,43,28.8,-0.3,49.2,8,4,6,1,1,1,3,0,5.1,4.0,0.17,0.15,0
ACC_01246,Mid-Market,annual,Business,9,1765.43,3,5,10,churned,0,neutral,0,35,33.3,-1.3,13.0,14,0,4,3,0,0,4,0,3.2,4.2,-0.06,0.3,0
ACC_01247,SMB,monthly,Pro,1,112.57,2,2,69,churned,0,negative,0,25,23.4,-17.2,24.4,6,2,1,0,1,0,3,2,5.8,3.8,-0.21,-0.28,1
ACC_01248,SMB,annual,Guru,3,270.89,2,2,157,churned,0,neutral,0,14,22.4,39.2,13.6,7,6,0,0,0,0,2,0,3.7,5.0,-0.01,0.4,0
ACC_01249,Enterprise,annual,Enterprise,49,5410.6,4,15,142,active,0,positive,0,51,65.9,2.0,45.4,21,7,15,4,1,0,1,0,2.0,4.1,0.33,0.26,0
ACC_01250,Mid-Market,monthly,Guru,17,645.48,1,8,47,churned,0,negative,0,41,28.0,-50.5,28.0,10,1,6,2,0,0,5,0,5.5,3.9,-0.25,-0.45,1
ACC_01251,Mid-Market,monthly,Guru,33,437.14,2,4,93,active,0,positive,0,50,35.7,4.8,47.8,7,0,4,2,1,0,4,0,2.5,4.5,0.24,0.44,0
ACC_01252,SMB,monthly,Pro,16,178.07,1,2,75,churned,0,negative,0,14,0.0,-32.7,14.0,5,18,3,0,0,0,4,1,5.6,3.9,-0.24,-0.21,1
ACC_01253,SMB,annual,Pro,10,122.65,1,2,59,active,0,positive,0,5,2.5,3.3,6.5,1,15,2,0,1,1,5,1,5.5,4.0,-0.54,-0.06,0
ACC_01254,SMB,monthly,Pro,29,131.6,2,0,67,churned,0,neutral,0,19,10.7,-1.9,8.0,1,4,6,1,1,1,4,2,3.1,4.1,0.19,-0.15,0
ACC_01255,Mid-Market,annual,Guru,8,415.84,2,6,56,churned,0,neutral,0,30,17.6,-18.4,17.9,11,13,4,0,1,1,4,0,3.2,4.0,-0.02,0.31,0
ACC_01256,SMB,annual,Pro,29,115.85,1,2,63,churned,0,positive,0,8,3.9,-31.0,2.2,3,6,2,0,1,0,4,0,4.4,4.4,-0.35,0.44,0
ACC_01257,SMB,annual,Pro,17,107.29,1,2,79,churned,0,neutral,0,20,13.3,-12.4,13.2,5,10,0,0,0,0,2,0,3.1,4.1,-0.52,0.19,0
ACC_01258,SMB,annual,Guru,22,282.67,2,2,86,churned,0,negative,0,16,10.4,-26.5,20.0,4,20,1,0,0,0,5,2,5.1,3.6,-0.29,-0.25,1
ACC_01259,SMB,annual,Guru,24,545.1,3,0,166,active,0,neutral,0,20,40.3,14.2,12.5,6,3,4,0,0,1,3,0,3.8,4.3,-0.36,0.24,0
ACC_01260,SMB,monthly,Pro,17,165.92,1,2,119,churned,0,neutral,0,11,17.9,-5.0,32.1,9,0,2,0,0,1,5,1,3.8,3.6,-0.55,-0.07,0
ACC_01261,SMB,annual,Pro,21,118.27,2,2,142,churned,0,negative,0,22,36.4,50.0,18.2,9,8,6,2,0,0,3,0,4.0,4.2,-0.29,0.39,1
ACC_01262,Mid-Market,monthly,Business,13,1936.38,2,2,78,churned,0,negative,0,22,32.3,-23.0,23.7,9,0,9,3,1,1,5,2,5.4,3.7,0.07,0.33,1
ACC_01263,SMB,annual,Pro,7,120.49,1,0,155,churned,0,neutral,0,16,3.4,-20.5,12.9,0,7,1,0,0,0,3,0,3.2,3.5,-0.31,0.01,0
ACC_01264,SMB,annual,Guru,5,165.95,2,2,35,active,0,negative,0,32,21.5,-17.8,31.0,5,5,2,0,0,1,5,0,2.0,4.8,-0.19,0.54,0
ACC_01265,SMB,annual,Guru,21,483.62,3,0,53,churned,0,positive,0,24,17.5,-17.0,17.8,6,0,2,0,1,1,5,1,5.0,3.4,-0.32,-0.31,0
ACC_01266,SMB,annual,Pro,18,215.85,2,0,144,churned,0,positive,0,27,18.3,3.5,0.0,6,14,4,1,0,0,3,1,0.8,4.3,-0.46,0.08,0
ACC_01267,SMB,annual,Guru,35,466.96,1,2,99,churned,0,negative,0,29,13.5,-20.0,30.1,10,7,4,0,0,1,5,0,3.9,4.6,-0.18,0.14,1
ACC_01268,SMB,annual,Pro,20,74.51,2,2,85,churned,0,neutral,0,47,31.5,20.5,15.7,16,18,4,2,0,0,5,0,3.5,4.3,-0.05,0.49,0
ACC_01269,Mid-Market,annual,Guru,17,397.17,3,1,21,active,1,positive,0,35,32.7,-4.5,34.1,12,10,0,0,1,1,5,0,2.3,4.6,0.23,0.5,0
ACC_01270,SMB,annual,Pro,5,139.02,2,2,74,churned,0,negative,0,29,28.7,-23.7,25.0,13,16,6,1,1,1,7,3,4.1,3.9,-0.16,-0.3,1
ACC_01271,Mid-Market,annual,Guru,15,445.39,2,3,35,active,0,positive,0,47,38.8,-13.3,0.0,18,18,7,2,0,0,5,0,4.1,3.8,-0.23,0.14,0
ACC_01272,Mid-Market,monthly,Business,14,1076.37,4,5,28,churned,0,neutral,0,57,44.6,18.7,22.4,17,4,5,1,0,0,4,0,3.1,3.8,0.07,0.26,0
ACC_01273,Mid-Market,annual,Guru,23,359.98,1,6,169,churned,0,neutral,0,30,30.1,-14.5,22.1,11,8,16,4,0,0,4,0,3.7,4.2,-0.32,0.43,0
ACC_01274,SMB,monthly,Pro,6,93.2,1,0,159,churned,0,neutral,0,14,6.4,-14.8,0.0,1,0,3,1,0,0,5,1,1.6,4.4,-0.01,0.29,0
ACC_01275,SMB,monthly,Pro,7,158.87,2,1,141,churned,0,neutral,0,21,28.7,-25.8,8.0,6,22,7,2,0,0,4,0,4.2,4.4,-0.34,0.28,0
ACC_01276,SMB,monthly,Guru,26,234.05,1,1,17,churned,0,neutral,0,17,1.0,-16.1,15.3,9,8,4,1,0,0,5,2,6.7,3.6,-0.1,-0.04,0
ACC_01277,SMB,monthly,Pro,8,167.5,2,3,37,churned,0,negative,0,21,24.7,-26.5,19.9,8,0,1,0,0,1,5,0,3.3,3.9,-0.06,-0.05,1
ACC_01278,Enterprise,annual,Enterprise,14,5262.84,5,5,100,active,0,negative,0,87,60.5,24.5,51.2,14,9,7,3,0,1,2,0,2.2,4.5,0.11,0.0,0
ACC_01279,SMB,monthly,Guru,27,402.68,2,2,33,churned,0,neutral,0,16,12.8,-2.1,26.9,9,0,3,0,0,1,3,0,4.2,3.3,-0.2,0.18,0
ACC_01280,SMB,monthly,Pro,4,110.53,2,0,120,churned,0,negative,0,19,15.3,-18.1,0.0,8,5,3,1,0,0,7,0,3.1,4.6,-0.07,0.27,1
ACC_01281,Mid-Market,annual,Business,23,1813.44,3,3,172,churned,0,neutral,0,32,34.3,-18.4,21.4,14,17,3,1,0,0,3,0,4.8,3.6,-0.24,0.26,0
ACC_01282,Mid-Market,annual,Business,33,1475.62,3,5,86,active,0,neutral,0,35,35.7,1.7,43.4,9,3,5,4,1,1,5,2,5.3,3.2,0.29,0.0,0
ACC_01283,SMB,annual,Guru,21,281.38,3,0,159,churned,0,neutral,0,30,14.5,-15.1,39.8,13,1,8,3,0,1,9,2,3.3,4.6,-0.3,0.43,0
ACC_01284,SMB,monthly,Guru,25,668.91,3,1,109,churned,0,positive,0,9,18.4,-32.2,18.0,3,7,2,0,0,1,4,1,0.9,4.2,-0.17,-0.36,0
ACC_01285,SMB,monthly,Pro,15,169.06,2,0,66,churned,0,positive,0,9,4.7,-49.2,17.4,0,0,5,1,0,0,4,0,2.4,4.1,-0.36,0.37,0
ACC_01286,SMB,annual,Pro,35,143.87,2,1,42,churned,0,negative,0,18,25.5,-29.4,35.2,6,17,2,0,1,0,5,1,5.1,3.3,0.05,-0.28,1
ACC_01287,SMB,annual,Guru,28,569.82,1,0,122,churned,0,negative,0,1,0.0,-17.3,15.7,6,11,0,0,0,0,4,1,3.7,4.0,-0.59,-0.07,1
ACC_01288,SMB,annual,Pro,14,223.67,1,0,21,churned,0,negative,0,14,28.1,-28.3,17.9,1,8,1,0,0,0,3,0,4.2,4.3,-0.24,0.3,1
ACC_01289,SMB,annual,Guru,4,382.56,3,1,86,churned,0,positive,0,4,2.9,-0.3,6.7,1,9,2,1,0,1,3,0,2.5,4.1,-0.32,0.11,0
ACC_01290,SMB,monthly,Pro,20,163.9,1,0,76,churned,0,neutral,0,29,27.8,-19.1,42.6,4,9,1,0,0,0,6,2,8.4,2.4,-0.68,-0.52,0
ACC_01291,SMB,annual,Pro,34,110.48,1,0,124,churned,0,neutral,0,12,10.2,18.7,18.4,5,17,4,0,0,1,3,0,3.2,4.7,-0.25,0.61,0
ACC_01292,SMB,annual,Pro,12,144.11,1,0,95,churned,0,negative,0,31,15.8,-25.1,18.5,11,8,1,0,0,0,4,0,3.9,3.9,-0.09,0.09,1
ACC_01293,SMB,annual,Guru,33,376.11,3,1,121,churned,0,neutral,0,27,24.4,-12.5,33.3,6,0,3,0,0,1,5,2,3.9,3.6,-0.34,-0.13,0
ACC_01294,Mid-Market,monthly,Guru,26,422.18,1,3,156,churned,0,negative,0,27,30.5,-20.2,18.3,12,14,14,3,1,1,3,0,2.9,4.1,-0.05,0.13,1
ACC_01295,Mid-Market,annual,Business,22,1666.38,2,1,39,churned,0,negative,0,27,6.7,-7.1,19.3,5,14,10,2,1,1,3,0,4.2,3.7,0.26,0.15,1
ACC_01296,SMB,monthly,Guru,5,467.18,3,0,103,churned,0,neutral,0,17,25.5,4.2,19.1,8,12,4,1,0,0,4,0,3.4,4.5,-0.07,0.57,0
ACC_01297,SMB,annual,Pro,30,159.51,1,0,172,active,0,positive,0,21,13.3,-4.1,15.3,4,20,3,0,0,1,4,1,0.5,4.5,-0.34,0.35,0
ACC_01298,SMB,annual,Pro,24,101.57,2,1,118,churned,0,negative,0,12,18.8,-51.6,27.7,6,11,6,1,0,0,3,1,5.1,3.9,-0.1,-0.05,1
ACC_01299,Mid-Market,annual,Business,45,1030.77,4,2,137,active,0,negative,0,50,36.0,9.0,29.2,9,17,3,0,1,1,2,0,4.4,4.8,-0.08,0.6,0
ACC_01300,Mid-Market,annual,Guru,42,334.43,3,3,172,churned,0,neutral,0,31,24.9,-33.2,18.8,13,22,1,0,0,1,3,1,5.5,3.4,0.29,-0.25,0
ACC_01301,SMB,annual,Guru,7,366.13,2,0,119,active,0,negative,0,12,0.6,-20.6,14.9,0,16,2,0,0,0,8,1,6.0,4.0,-0.25,-0.09,0
ACC_01302,Enterprise,monthly,Enterprise,41,11161.64,5,9,16,churned,0,negative,0,54,51.9,12.4,44.8,16,0,8,6,1,1,2,1,4.7,3.0,0.67,-0.38,1
ACC_01303,SMB,monthly,Pro,16,134.06,1,0,101,churned,0,neutral,0,18,19.1,-35.2,14.2,6,8,4,1,1,1,8,2,8.9,3.3,0.03,-0.71,0
ACC_01304,SMB,monthly,Guru,15,265.01,3,1,129,churned,0,neutral,0,19,26.1,5.8,7.7,8,22,2,0,1,1,4,1,4.8,4.5,-0.37,-0.01,0
ACC_01305,Mid-Market,annual,Guru,48,359.95,2,7,144,churned,0,neutral,0,38,33.8,-21.4,41.9,13,0,7,2,1,0,7,1,0.9,3.8,0.24,0.08,0
ACC_01306,Mid-Market,monthly,Guru,25,508.74,1,1,107,active,0,positive,0,56,40.3,39.1,35.0,12,1,2,1,1,1,1,0,3.8,4.6,0.47,0.37,0
ACC_01307,Mid-Market,annual,Guru,14,367.24,3,8,89,active,0,neutral,0,33,35.7,1.2,39.6,4,4,19,4,1,1,1,0,5.2,3.4,0.49,-0.22,0
